Sr. No,Temperature (°C),Humidity (%),CO2 (%),O2 (%)
15731,37.61479369848785,55.09271035517537,0.35125616647451907,20.552623158638294
15732,36.81689420454889,47.5553011305405,0.4589673701583188,20.71916294068741
15733,37.313470666168044,46.33443678886825,0.380260738021978,21.443133057876285
15734,36.870467544275904,54.02649894557463,0.3168816378701529,21.170869009790835
15735,36.581508419387426,56.748684118113744,0.3515980393409656,20.90889218732502
15736,37.91457451752977,36.28790119429,0.43895892987378826,20.464148288595624
15737,37.92157518629825,54.45083917855704,0.30485588818812914,20.632610957900926
15738,37.6848835314964,52.35534083106825,0.4489023346088949,21.248134293132164
15739,37.28466243575248,53.864530659221806,0.46510195576028396,21.054059404782357
15740,36.725001686990666,45.716757452612335,0.41290859919475964,21.15027572414231
15741,37.11469102493733,53.64361045188497,0.42081263754202225,21.62719059535369
15742,37.33264926601182,41.01425998522511,0.3607036364549609,20.972826910261666
15743,38.63128440416766,47.7149278106408,0.5207450990739813,21.361387923097258
15744,36.90709254449253,47.73651404435334,0.37605404624963323,21.106484390756435
15745,37.50159242475243,52.50568587645494,0.43137597196954197,20.96856532073829
15746,37.49587451529976,55.55849102337205,0.3973758923237189,21.257376595417856
15747,38.03842407232884,56.415618118278395,0.4027594920534377,20.571831124721083
15748,37.34364381138352,51.03689416250704,0.4597331815747989,21.047352859131607
15749,33.28913791834412,39.64858950729389,0.646716506197968,19.00471053860238
15750,38.01217310099291,44.158260030374464,0.3539317215775419,21.56256095168059
15751,37.13344155690976,43.751060374663496,0.3633620271053596,20.407152770692463
15752,38.80185601738372,53.35364204869884,0.3688686391769382,20.91521138375446
15753,37.61964505739018,48.58175784663855,0.38380218623494,21.3670880926309
15754,37.06935594880705,45.74581106393174,0.3532747531663173,20.984807924756016
15755,37.27135449252128,47.989753500482855,0.4155420509094505,20.496334515100106
15756,37.50682783191873,44.167962671174124,0.447676261502226,20.491237234562497
15757,37.34045198287449,51.29080283555827,0.41456118409149045,21.39033834545332
15758,37.77663576899403,53.32524735170489,0.3441766726915469,21.08740735206195
15759,36.891410622251215,48.21328484104169,0.3014844804276452,21.71616162336002
15760,38.18276323126313,52.09137556292392,0.3533735492756808,20.557068672454122
15761,37.158729976923226,52.840834865327444,0.31368676614723046,20.60668915714467
15762,37.93125236668432,47.20904963306989,0.3294356490400225,20.875416400708104
15763,37.19099246381389,43.46872843537825,0.3984030711782642,20.633201262751534
15764,37.359121833897326,59.95505029422454,0.4066459702539115,21.48491145510011
15765,37.80201242347478,57.06346165003781,0.4716546000174885,20.46314998505056
15766,37.66917872096798,57.23949737489625,0.38650082858774404,20.662699753158766
15767,37.75718209977338,50.88814188075723,0.458448571643703,21.344867996952154
15768,37.797661643946334,51.53805560887402,0.41502806810574083,21.078675308283657
15769,37.26941513398269,45.75977652644451,0.4101145584624254,20.71382936702121
15770,38.876614755401604,49.815405033656944,0.4402043330929699,20.652193530081547
15771,37.348369611166646,55.00132617936497,0.3914810928829699,21.186564085406072
15772,37.60431364024282,58.70797923608899,0.45832147065126366,20.37961101974612
15773,38.986334836308856,58.359087404691614,0.672452486910802,14.714407695957906
15774,36.782709569547826,43.76769012318997,0.4439137762029197,20.98204171711158
15775,37.32288184354675,45.4692955008468,0.35889875242360625,21.10067967562471
15776,37.602194515801486,43.23193703552341,0.34890753173643974,20.741365477409005
15777,37.122200875828,50.4831755298906,0.4029375188214786,21.41722572848789
15778,32.05922850822462,58.42807325215568,0.7191261580052501,13.43708694796716
15779,37.319332306654225,54.386817957908555,0.4159284827188515,21.249443526633893
15780,44.89415006318631,67.92079227702885,0.9154427321724151,16.394638837203843
15781,37.54082761238639,52.28490892849737,0.4760858621634091,20.44182867690409
15782,37.899322804393705,42.483476583582906,0.3971962132149339,20.636461729274952
15783,38.00466355251685,49.92262193446542,0.3899963649070174,20.422838172837302
15784,37.85909286285397,42.60767909372507,0.33317466085686664,20.497819280804112
15785,37.16663784371227,54.48953633077535,0.5133954046033165,20.826445655248115
15786,37.40286543401074,50.10012557057587,0.46317177926342656,21.671916266878643
15787,38.2301438805874,44.21879059286542,0.4485580249615185,21.057242209787013
15788,37.5009564680105,47.81376350161462,0.34962562315782897,20.396801004746052
15789,37.048994619739084,54.03430929435463,0.3294419070658159,21.283402329942213
15790,38.11383449623665,45.04615088022945,0.33141899484132126,20.8743599284834
15791,37.55318158244126,45.86022422740703,0.347656836662933,20.87965883615816
15792,37.06347372016138,49.79485641125909,0.42770771974069616,21.57927402573626
15793,37.05813835090658,57.08608999802371,0.3385127825476284,20.841980598573425
15794,37.72291943761462,46.09028074098456,0.4085032218830843,19.956076814326618
15795,36.77739736779389,41.095958899265426,0.2928278163303768,21.272863301027048
15796,37.84475341416453,40.56889887012854,0.4164505490030408,21.671776597972414
15797,37.38886941865079,47.949191386026655,0.3658285392250439,21.435366066041446
15798,37.40709719495011,46.70157796822924,0.34905560682231873,20.682057731660617
15799,37.210943270642176,45.39620981087515,0.4141691020998182,21.19158300236791
15800,36.57458211843429,46.702246264713295,0.43393290859005834,20.95075891001204
15801,41.25813922757183,34.90222477092733,0.7120075647726316,19.589826601653854
15802,37.794415975770974,49.67939850691494,0.31498606375181065,20.909362618921683
15803,37.573249141549994,55.13689476557363,0.39483961554424396,21.99957240575642
15804,37.60990642653143,41.85966886436827,0.2776516359517946,20.933927328477065
15805,36.99125446855596,54.08196078461174,0.4381430559421896,20.79706067842646
15806,36.814719382897934,50.50789488321552,0.4376182291390778,21.114180976328765
15807,38.308088736587415,47.261295319120485,0.3675813814896517,20.611581200173696
15808,37.496259601629625,49.371269704106,0.3385215946903418,21.792204565385205
15809,36.984587436640275,36.664320525044396,0.4881436014179845,20.736034900367983
15810,37.52839826943565,36.37412537595673,0.499564622751697,21.274227928998865
15811,37.84342895550613,46.19376473708864,0.4310641046647494,20.706634077584905
15812,36.73716879535658,51.01300999683923,0.34239935233072005,20.215294201567897
15813,37.81002593381954,44.696600494056376,0.36484800703252296,20.5003344184048
15814,37.418296384634345,50.71070752183892,0.37275773678690116,21.974246743598737
15815,37.36133027172976,53.917481925872956,0.49401721394060527,21.19121590180504
15816,36.95758771451725,44.31494889368978,0.41775736472264097,21.691612004937614
15817,37.87384569499134,52.19959235603755,0.3573817851440895,20.856245985048215
15818,38.11548366036883,48.89319718280763,0.3735687972693841,22.334359972378387
15819,37.915080686173155,50.09034526239752,0.414048058833977,20.282499020503106
15820,37.53618019495419,46.63198076190701,0.4159135776642037,21.05665242410911
15821,37.49050274237358,55.002087430638724,0.42238191680777265,20.684309680200847
15822,37.35242301244008,39.918716804476446,0.4502670629919182,21.904837300090847
15823,38.31750358286571,51.84616423834929,0.38425214971493915,21.106190898990683
15824,37.98791844581191,55.57807934367431,0.3666243984137809,21.88945962996547
15825,37.53509889576225,53.507445034784396,0.39738404339220057,21.129415083990764
15826,38.121081383089646,56.83837716067913,0.4264950782764053,20.819228326147254
15827,37.258120464233905,42.826067387297556,0.3603733331941015,20.959247840415365
15828,31.274717877953677,46.60926279550016,0.7001977970255953,14.934360086736795
15829,37.39911281185042,51.039270580990845,0.48010403162396836,21.23940001371875
15830,37.61927903531977,42.68381615812888,0.39387890387109253,21.89703740681086
15831,37.47184191752676,53.043496142296426,0.3945125045863925,20.524209751416
15832,37.16638838155668,57.118591143698595,0.3280331534581408,21.13313610575801
15833,37.52101951849861,52.28489831423089,0.519625612633379,20.846889648704543
15834,37.88463444210461,57.17728411158886,0.8261034137688957,17.45458242774629
15835,37.86587710550518,43.506376795387766,0.3981386208004791,20.99504553770246
15836,37.458145071430486,57.29685124763199,0.5052417988185722,20.434044796714822
15837,37.69211871813568,51.95972608049547,0.4314893117015826,21.24453801722907
15838,36.82724742679775,51.35572936815525,0.3239772871258344,21.28641464257482
15839,38.154494704864554,58.24973248510075,0.39978382425837367,21.151329603322374
15840,37.71642520125999,54.35654512169043,0.41311841225940793,20.692202948269998
15841,38.65910284518618,44.34359633511872,0.38384793865805045,20.88766072143915
15842,36.772355512049394,47.29950764637482,0.4488016821414096,20.144702989837786
15843,37.35546696747957,47.621878602250206,0.38199630096084,21.103823067921237
15844,30.969852644161268,35.70963176555165,0.619786611538551,15.230518602092022
15845,37.37565443690823,53.20136462606373,0.43300503010695646,21.184367748430496
15846,37.48263893614757,56.58330515729899,0.39286783318908874,20.912518253933687
15847,37.427269205365036,48.20999236821608,0.3834977781366177,20.388497644416752
15848,37.49981963732136,48.17428825076671,0.4748890698029933,21.340209015625916
15849,37.13650258714147,46.795857853936404,0.4257926529158585,20.918745592048793
15850,37.91185275678277,38.37247595707198,0.43029462499474147,21.981101665819498
15851,38.99640528503032,52.47410082847637,0.3502821729410511,21.568104759717382
15852,36.87584859906534,51.55966223413523,0.4112599637552181,21.019518972527585
15853,38.18430985626258,55.00568411159074,0.2654893727574803,21.84803634144817
15854,35.89439069478077,51.13334365636592,0.48212411318814224,21.061949955152976
15855,38.11914160542782,42.56980944115372,0.35998105237107786,21.03650211821068
15856,36.856675303089034,54.415252856502036,0.4195706906324448,20.825642200558725
15857,38.4631429274277,53.30221229228389,0.3848483031827781,20.780447501503204
15858,37.30005046893443,53.73863295795902,0.30675183477839324,22.15301532580108
15859,36.740284148358555,51.12387543231443,0.4339027377324001,21.48113664688326
15860,37.775371345766274,48.801995071235,0.39498111235940236,21.24350501630019
15861,37.572335186770744,44.92975473628332,0.47238220278065174,21.32487799832883
15862,37.194588022197856,46.65405421845149,0.4443492005000472,21.625558152090843
15863,37.024947715427174,44.05695580168173,0.3262623040985745,21.55552539686005
15864,37.47729439103388,50.3372868534251,0.3944677159036924,20.559344210162887
15865,37.08584873021155,47.524530993831036,0.3841050665724397,21.67921846554261
15866,37.80290332470077,40.11451837202958,0.3686758700168557,20.346404645998224
15867,36.90798472088872,48.67504985985785,0.36921409651096737,21.392895159232083
15868,35.561619973556056,55.439884142218204,0.955995069424762,17.98809237924612
15869,37.49679439131408,47.532534016578,0.41866610580813574,20.05133528699919
15870,37.46370703920359,45.9183540787976,0.41200117709802286,20.440917880068522
15871,36.815175410230964,54.60398888250444,0.4242131142752002,19.93471212021326
15872,37.10383484473721,54.07394613478966,0.46306827841803155,20.576582644633632
15873,36.61447159883141,54.41385653397073,0.37970913072082263,20.584078468442808
15874,36.93996968900127,49.25460194397213,0.36760652136022076,21.426542015430996
15875,37.77986601958921,52.44215014793873,0.3980118164632576,21.124191527997418
15876,37.80096811855162,50.42316674188872,0.4047637517123846,20.472628500778118
15877,37.224927550825804,47.17104485062933,0.46136960526340415,21.091854400385948
15878,36.8886283869756,57.65675638704783,0.4269855192635157,20.910638290206478
15879,37.6052422146868,54.407118139249526,0.31006824471442784,20.525429255915014
15880,37.13626759677286,57.66032205107467,0.3400666719277635,20.207342371388098
15881,37.74555258156886,55.194340686008886,0.4273726221652359,21.613396660150066
15882,48.63208316366328,58.52432175850256,1.882922517323442,18.731059576994713
15883,37.21732502374945,47.379135038900955,0.40288739562305237,20.76734741262698
15884,36.886781117675234,52.47316599592625,0.4058149044498574,21.864822137547794
15885,37.26443767409106,52.63355730129114,0.3734303371010609,21.40500716300417
15886,33.695710233716106,43.00572476556508,0.6864043706742545,12.485485229352289
15887,36.92931651335907,48.39195902598981,0.3808856568285889,21.62012561450074
15888,37.598318870875126,53.90969157730734,0.3304896551195331,20.48810267145453
15889,36.551152319857536,47.08733307616639,0.4361065491188138,21.136559623749797
15890,37.22678747622946,45.64133077357322,0.41692799373283396,21.191724313696678
15891,37.66907016267896,56.23064744723719,0.40766115259512165,21.484983321211377
15892,38.22231491736839,51.394916772041256,0.34789932403355617,20.57031765140667
15893,42.91863712967562,57.96862881511821,0.6739910216664854,11.574581146756982
15894,37.9365818539559,53.38900216343091,0.423485477113451,20.911700528076548
15895,37.62291116333765,47.14264756345691,0.3716547914567068,20.376079270670807
15896,37.593034389834074,52.891613719635664,0.3994111222832428,21.195866856513014
15897,37.347501148080546,45.3870766971009,0.2986166986800203,21.3167745805638
15898,37.223454480306735,44.87669026525822,0.4538293752058683,21.180350317610486
15899,36.94469814076714,52.15604136582879,0.40080153592070383,21.476328490042146
15900,37.892741294914785,45.56702088462306,0.5219233374478708,21.40182795460627
15901,41.2065880646621,68.73775700681506,0.8219193337122775,12.765184775630907
15902,38.2975181321878,47.72782959593404,0.4701201058796405,20.65260095359974
15903,38.1585715886529,45.0362082028664,0.4238628139613774,20.044251621685827
15904,38.123871036336865,54.486244164800475,0.42101046317733215,21.871388881151685
15905,38.9305696466086,46.73291113767441,0.3691844024524126,20.956281688188643
15906,37.519325642434715,47.91018242058181,0.46729060342233786,20.7676990581953
15907,38.197516570060344,50.16656424189709,0.317447391416515,20.869889214271538
15908,30.655103641580133,44.60569655685536,0.6502302748731744,14.338376819858869
15909,37.4166864459728,47.36046278932292,0.32661748074780445,20.501527847191422
15910,37.19139387667602,55.15076082108451,0.40829628225628617,21.197553495613157
15911,37.20168815300828,55.634733398912346,0.43300408966050513,20.384657118766714
15912,37.17212436968043,48.40025803519804,0.4827733937175279,21.684578545406374
15913,37.80957806120858,49.59795093708642,0.2879730695947006,21.16638435933967
15914,38.1308805801975,51.93982486952092,0.3438530416400997,21.05921190821335
15915,37.179522926824305,52.268141859638874,0.45353491618348263,21.765589915172907
15916,36.9751629421216,44.50798744496271,0.39980371717827823,21.06246583124253
15917,36.75694847521428,41.7975216283749,0.39439041652866386,21.21095988911149
15918,37.816650618127824,42.43607509808346,0.3896887220337132,21.091681348565647
15919,36.83116290695616,46.276973025630376,0.3880361145925841,21.592394241557702
15920,37.891889725154485,51.429581044219425,0.48137589381484225,20.916461743286643
15921,36.61138638768125,52.797640275913665,0.4244135607905974,20.982332428047705
15922,37.93171864009494,47.01662675196189,0.40149207864774084,20.77696061571298
15923,33.208029912262866,58.58196706147219,0.8192332302356128,11.728411602717856
15924,38.597986526447976,51.34824332821167,0.37228051218688535,21.052213158752494
15925,36.77630933326846,46.258539539069176,0.3919786258520938,21.001386644798497
15926,37.57103035298914,48.59763980734973,0.4054959204039788,20.752760694096576
15927,37.4516325800225,48.99875742843543,0.29635666029177804,21.19844404417577
15928,37.1286264159749,58.05768523834604,0.44197323009646444,19.986756934364287
15929,37.39805826551007,49.68852191053095,0.3781227820444634,21.442057228102257
15930,37.27417618182203,45.000393224012115,0.3104500077682,20.399155898071324
15931,37.11952850971652,49.10852073069675,0.42048367430078404,21.82759113734808
15932,38.0006409650334,49.585208653002425,0.47025813682168727,21.00968199613677
15933,38.34786143890543,46.749082776535616,0.4164531761808734,20.06152850397697
15934,37.48696875249139,44.06322064011943,0.3859729701187701,20.32829271028455
15935,36.64198337584465,49.12064087560314,0.4407376853195163,20.439130507139318
15936,37.44703354665628,52.33664082650572,0.361661522749686,20.47289305394096
15937,38.0132096885673,47.990994224487594,0.3148916856546127,21.402594346899388
15938,37.43157841257095,37.535582717629644,0.47274479563656435,20.980142831110776
15939,37.69799287138438,54.450455458869925,0.38370276358320743,21.031414976067342
15940,36.54366079926717,54.94681469513154,0.351065836845981,21.228045289860876
15941,37.719237869404864,46.424902285143084,0.28666938714368395,21.492081561642546
15942,37.32072525018079,50.35898013219583,0.47973906517083886,20.38740079410007
15943,36.350452325392254,43.19392790838183,0.3751026629908584,20.616373898624918
15944,36.40371557028353,43.13639144436067,0.4311027802741565,21.56998535668228
15945,37.714199305230004,53.19395520206826,0.4042095569097613,20.686317134016562
15946,38.26766386668831,45.30797716730474,0.4348287382712354,20.734085990382418
15947,36.68650431124991,55.933258606733894,0.37854075853275604,20.355126427059936
15948,37.78751920337308,51.849898440045614,0.29127583909800114,20.629143232142898
15949,37.93643947495939,48.144845152214074,0.36541530215738,19.734924351593552
15950,37.700732983792264,42.94666653548283,0.42449946162783764,21.6210415894926
15951,37.127878316522214,47.0988199089401,0.4516451611232145,21.816339107185453
15952,38.01850266218458,49.03912885065398,0.49172649683036884,20.65057210732842
15953,37.90894098335374,52.52650382432568,0.3535917847363944,20.46759628603182
15954,37.277121270101574,50.42353475113698,0.4500781774520621,20.93912849184433
15955,37.80143673971685,45.73294852784001,0.40312042206412213,20.622156847404312
15956,36.94596958677492,53.43145201080546,0.3111602007643663,20.786485501580593
15957,37.76051297877068,49.14028968108875,0.4169233235921974,20.959895535600307
15958,36.93852817833198,53.18954529533502,0.42302745134054026,20.328410980219324
15959,37.621660345709614,53.63713884149861,0.39258878244678197,21.114017211384876
15960,37.127667548792544,46.446012746107876,0.3429993289043654,21.765838844255473
15961,38.17234258661531,49.586322953464524,0.4169478457131197,21.62401529030157
15962,37.50535501383951,50.26672403220107,0.4336924854609152,21.019207537246658
15963,37.42334458912488,43.25712584933547,0.4083503477934814,20.164965213494263
15964,37.35672072165196,42.4400480566075,0.3755775523362982,20.87450884295803
15965,37.679693038660254,53.975475162744,0.39440189231292144,20.897649263983237
15966,38.496691750291205,44.74699634368318,0.3806093036892081,20.94206048717497
15967,36.72044861283117,55.49003014109822,0.35505993222103177,21.03593511224453
15968,37.286808296475215,51.21513488990306,0.45200575077052113,20.372974395599005
15969,37.01722615676007,53.98032953774361,0.41820412248134614,21.445241204085153
15970,36.97606684700551,47.3264191237851,0.3632004721672383,20.52184528904473
15971,37.181394087570496,46.03532310214858,0.427122084524424,20.82401733704856
15972,38.032137935922236,51.518899166739324,0.37284409570646526,20.556516398555875
15973,36.910713607614916,51.22094513661901,0.34916513878654226,20.9654624159472
15974,38.18180364759985,58.13390944087617,0.43553598421931133,20.477645429811766
15975,37.19653418632226,45.301347407333736,0.42602248339368076,21.273258342801245
15976,38.02898851603407,39.28573237958789,0.35046582047823277,21.064305126835947
15977,37.42273763503363,43.62313067447522,0.4158538566922558,20.308137079421154
15978,37.452770642779,47.953949181291264,0.31382412572937207,20.847298774944193
15979,36.52064252730196,41.201555156395756,0.37415843676509275,21.011009628555872
15980,37.02200904194438,56.899434069448496,0.41488900824862984,20.29089010832205
15981,38.549860894583254,43.9749079403219,0.4942336611948218,21.11048998673782
15982,37.50648197073588,59.300622251332975,0.39206783590050454,21.317535462320436
15983,37.058456372494504,39.44481908156397,0.34110025472284655,21.10500357597236
15984,36.95899110747903,48.60390726238502,0.46034297106158617,20.644686985311985
15985,37.581713910193066,49.927542065020454,0.3842324806216528,20.931828705665904
15986,36.78206892441028,48.64795606461004,0.3520775804723507,21.015900221173094
15987,38.061880315159605,51.55570075839188,0.3895176891251695,20.92107368699828
15988,37.41133860605498,47.824879981501994,0.38111996903034484,20.496167671324734
15989,37.68980502820724,50.97903919462045,0.4483559404641817,21.52080752979369
15990,37.94119854489499,50.003210974769836,0.46727733688980577,20.613553628245352
15991,37.56936166057947,53.03087867005879,0.42417170359845324,20.73277299056695
15992,38.105819812824585,46.03784650156214,0.41279330809575754,20.918945786467148
15993,36.98333839712491,44.70353191314817,0.3555554262902804,21.831722209288905
15994,36.90251505236974,54.07317901513386,0.34733001600291724,21.634549192529548
15995,37.77573813761976,44.93389280613843,0.49796226994376164,21.69045918018108
15996,37.491987504793194,54.78559385313115,0.3978852085043514,20.957996531727286
15997,37.80336152956809,42.712567729093315,0.41509569447217354,20.77094018866057
15998,36.581755580714784,48.71107203151817,0.4491766075018476,21.525587809737864
15999,37.917841308336115,50.584145562578854,0.427974175893814,21.346392928244345
16000,37.41617253244125,48.759858521344896,0.4388520961217272,20.57103424931421
16001,37.20011281540924,46.47503614809764,0.5085513927255624,20.952760473350672
16002,36.694217188831246,52.83468660770817,0.38282495269353645,20.127022229244826
16003,37.479512080946,54.182405864112376,0.3977451296409397,20.43515430078932
16004,38.11567447312987,56.64618494280593,0.3251816790587024,19.925285212564283
16005,36.62088918506521,44.051529178541486,0.4325749761134179,20.989151012136855
16006,37.40475715109745,50.62854635538527,0.3681935100825786,21.073847043462976
16007,36.95414956193034,51.43378181488119,0.3058582998038438,20.670420588284504
16008,37.96954447181557,51.924994740780974,0.45953826798406366,21.536300494615443
16009,36.9195385566463,53.57869266499352,0.29846150677932515,21.324185801205868
16010,37.238698537712466,54.814270877649236,0.4228733553310025,20.43930202642651
16011,37.71294360309652,54.57796073644192,0.3618834229535168,22.040313606819957
16012,37.65029620693265,48.88745706438197,0.37327479722858614,21.230519745370117
16013,37.19798505726261,45.90541254274085,0.3611978697263997,21.183058103639965
16014,37.35880183985104,52.763158530526695,0.49799326672715594,21.152814996071402
16015,37.45155703573084,50.62876428064016,0.4082753754196742,19.752029017786334
16016,38.264234213206265,38.57674264089528,0.3777421919983936,20.88883464005369
16017,37.17153540262527,54.73691744922422,0.37880119979526966,21.032906973650707
16018,37.107779040629374,53.09723116893913,0.39870818682889364,21.06050822499561
16019,37.784514768629876,52.06701213088617,0.4217565948938537,20.775138016566384
16020,37.300206913304486,52.85002507297261,0.3440338469966461,21.100184631671514
16021,36.881602554751986,44.829578719788344,0.3171337592926849,21.07292941951841
16022,37.15037796788546,50.761517483120656,0.3702479728225117,20.569701533226507
16023,37.599905216859355,37.47406560702795,0.32104434037171076,21.48916404908547
16024,36.91516574852238,43.29701673620726,0.404933493583879,20.73617942276958
16025,36.25096949125353,55.4348874562976,0.3395409664216439,20.875174336337583
16026,37.24415306404414,56.76979379424345,0.40113417928253475,21.23693372873101
16027,36.80204770811627,43.97470467781517,0.3984760502771066,21.59559751114808
16028,38.05060979036386,46.46666863102098,0.3931714955903135,20.275689436839134
16029,36.98701759125961,45.64719754969089,0.4294773746847795,21.208300328174925
16030,38.26447808227935,50.62597723814389,0.3243856745764856,20.404610863877387
16031,38.29884966298046,53.98716411414374,0.40426198311303485,21.213840967645563
16032,37.453195488316815,52.78073523534533,0.3325328475078165,21.261127999779603
16033,36.91425843501451,48.834984357296676,0.41083374769921427,21.21414552172696
16034,38.04824077859964,51.66167016602635,0.3847707295055245,21.63795098569593
16035,36.33031634009342,47.91139827890947,0.41428097663730823,20.766387423216663
16036,34.72751109067417,69.52525081759778,0.8433695867361848,13.921156220743672
16037,34.433443291907885,41.097099426289745,0.6057153411122247,16.18474736644133
16038,37.00263310055071,46.1672498793735,0.39315521118577157,21.66589676020756
16039,37.09438157083476,49.5247136352812,0.4480017620368378,19.934415196848704
16040,37.80796780347213,48.646421379916625,0.3880661298804426,20.823670098472018
16041,37.830171527281344,47.23568074213736,0.42436983608149936,20.51940663888825
16042,35.05662704825907,35.82087885074323,0.7472757019138225,10.762994081906317
16043,38.16080541862201,53.73320851877272,0.4258816200094916,21.987222957714458
16044,37.090495941770456,48.59390603188655,0.3990787848172216,21.379332503914775
16045,38.03390124895285,52.2171221809148,0.38115020620205675,21.34106313597834
16046,37.75744179803819,53.00992427188799,0.407964945005893,20.26521591278081
16047,37.83946564502964,46.73322176966516,0.37647844114251267,20.696483332180698
16048,38.028028404533025,46.51992953355164,0.49241457386696524,21.6093133373224
16049,36.97175146468737,50.039262381963134,0.407939065036995,21.73943440090516
16050,37.565076927418346,39.615952635715885,0.3555081893131536,21.453352377583276
16051,37.53391925695847,46.650793515182656,0.40070369175314874,20.57540296917249
16052,41.33095966052974,51.63492135353785,0.9784484171373554,12.529290972542324
16053,37.74830120483797,42.15684644960321,0.5125044780436294,20.98757580305059
16054,38.58337086026822,48.14156858080384,0.4853781667260362,21.649777304708714
16055,37.7443932368912,47.64191134955409,0.3400561652869612,20.917528914254497
16056,38.007913072367174,57.110837173726814,0.39846369256824365,20.99621909871701
16057,37.446610120673014,52.1725842548669,0.3365974867078802,21.14117948499275
16058,37.446839174398065,52.10233353811127,0.34809380490800423,20.810567480021003
16059,37.1231129722954,46.50365871705557,0.42993275762493477,20.975553427273457
16060,36.9025310870247,49.89115261414026,0.39369423872286796,21.627604367732832
16061,42.30386334998579,49.55805002930788,0.8245467206139291,15.14047000737911
16062,33.75292447518211,43.75445423878174,0.77394793075167,10.426582006934067
16063,37.10979769703569,55.681932635511174,0.4824265160712513,20.463354144233918
16064,37.27165042765324,61.702926929794764,0.3641618344321905,21.269494786556262
16065,36.925129272316056,56.288961437715976,0.40426297791920746,21.448461141173198
16066,37.66806145147279,46.86670941201059,0.4929080136964323,20.994711257122596
16067,37.18475074287662,43.81787916498715,0.4555086771869381,21.218529182038512
16068,37.41368635002959,52.47396728490282,0.43312621502637194,21.142412606986767
16069,36.81710203597453,52.706653717880286,0.39283598395631836,21.57514442757632
16070,38.12613773876531,50.2552656598621,0.5219687777844907,21.51244953668668
16071,37.952861035933964,49.312221049520254,0.37649154320524425,20.632286771012918
16072,38.09558652247005,55.20812623875271,0.437923130855354,21.782576211992037
16073,37.537314004908424,46.71361006911548,0.5714159321129474,20.281561331128497
16074,37.268750423400014,51.66818795202366,0.40840074914704194,20.154491637266748
16075,36.801064992225015,50.10665247906084,0.36262928025426816,21.348731263507272
16076,36.78658295275175,58.222177405108305,0.4495615920035575,20.656531640523966
16077,41.53965812807597,32.957267333124044,0.646662719540148,13.116374316220945
16078,36.43798646206057,45.19142938561259,0.3224071888190042,20.61734473703889
16079,37.408538350793705,47.910579369215625,0.4368211639880351,20.893175039776047
16080,37.82343523244839,54.497456323215026,0.44942885171743313,20.150851341352777
16081,37.10043189957177,40.21410784283268,0.36532972687276105,21.56898226295505
16082,37.17807561446317,52.58024758139902,0.42662176467038704,21.15040920660409
16083,37.15991326182603,50.55843104077612,0.415536633399519,19.842892424848603
16084,36.93937812995281,41.29049124688255,0.3139108010239097,20.620613893033024
16085,37.59963610637422,50.694114457393745,0.3808311657816889,20.974652675022483
16086,36.57690606888095,51.24635846420931,0.38830499720973466,21.530539592446765
16087,37.84152189842952,49.78518990605577,0.4016547795624443,20.268428727859316
16088,37.752273670246616,49.53158793849667,0.33333829231702816,21.439786858849132
16089,37.32594070664545,49.74605201808644,0.3336617519461127,21.004479645248818
16090,36.387396365521184,54.80348156600884,0.412204284353993,20.56118389835944
16091,37.45737853543027,41.06627135291272,0.44977243077053325,21.189121961368453
16092,37.29831012701566,53.55121269178598,0.38343856137715937,20.795025004002735
16093,38.04438482710834,49.84036556936349,0.45002138883685594,21.499996455183716
16094,37.655696750539036,50.60167489882445,0.37737805264490437,21.68193051196604
16095,37.2534047814557,54.61413794801968,0.31304794928277496,21.44853595879815
16096,36.94173778002567,49.99777288393762,0.39239557017975757,20.603449167520527
16097,37.14070079882623,51.719469868018244,0.4249452066252811,21.29894179649349
16098,38.4676331794671,69.93169489971325,0.6481979810779751,15.653871240476152
16099,38.06044451384461,52.92234015690063,0.34411143504384456,20.69101045398698
16100,37.31920130916174,55.32360130774504,0.33838054288026115,21.25168580935033
16101,36.86435787544295,49.33248342540341,0.45052722040486226,21.30997727203634
16102,37.28102218222637,42.45588342025857,0.43566274406042493,21.221939807108228
16103,31.26827156057581,45.78491247482091,0.7438653320737066,10.453808167932099
16104,31.276937046019206,39.29422300879343,0.9391388991269162,13.697468556351863
16105,37.20754777985856,51.8601935070115,0.38314481117186133,21.40341401548444
16106,37.54091467927378,48.907579159946074,0.35439176449480797,21.444308052380453
16107,36.93249395090697,54.592761180912284,0.42508107133394196,21.227448183839854
16108,37.75353527063324,54.60634601776905,0.3384175685425869,20.701316975913844
16109,38.1842505400141,51.840333199539174,0.44260286374847885,20.53632449415358
16110,35.84712329311679,53.335870779682686,0.6105372317991762,19.49443016595019
16111,36.80276071095049,52.4205633157908,0.451478678382475,21.112949919838535
16112,37.21328924311639,44.30107780472499,0.36670757117934694,21.51472497253431
16113,37.38460692394864,57.91779871483382,0.35915952135207796,22.312522778412916
16114,37.170912362931446,50.333974841610555,0.3992758995559551,19.965459754229215
16115,37.77354869058502,46.85405365197413,0.40579162477316366,20.552120902017588
16116,37.77476333721482,48.840173282912346,0.35457683902955417,21.65729980884787
16117,37.616892483126676,47.546420708460225,0.44885055211017,20.894295176118273
16118,43.780768758208566,61.383488897879474,0.6169104060362095,13.40224919798908
16119,37.89207320817675,46.34057990653092,0.4527246114186748,20.88406241238931
